Export Name,Source File,Total Occurrences,Unused?,Found In Files
filters,src\lib\components\workspace\Models\FiltersSelector.svelte,6,NO,"src\lib\components\workspace\Models\FiltersSelector.svelte, src\lib\components\workspace\Models\ModelEditor.svelte"
findWordIndices,src\lib\utils\index.ts,3,NO,"src\lib\components\chat\MessageInput.svelte, src\lib\utils\index.ts"
floatingButtons,src\lib\components\chat\Messages\ContentRenderer.svelte,5,NO,"src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte"
flyAndScale,src\lib\utils\transitions\index.ts,48,NO,"src\lib\components\admin\Evaluations\FeedbackMenu.svelte, src\lib\components\admin\Functions\FunctionMenu.svelte, src\lib\components\channel\MessageInput\InputMenu.svelte, src\lib\components\channel\Messages\Message\ProfilePreview.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\CallOverlay\VideoInputMenu.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\common\ConfirmDialog.svelte, src\lib\components\common\Drawer.svelte, src\lib\components\common\Dropdown.svelte, src\lib\components\common\Modal.svelte, src\lib\components\common\Selector.svelte, src\lib\components\layout\Help\HelpMenu.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\layout\Sidebar\Folders\FolderMenu.svelte, src\lib\components\workspace\Knowledge\ItemMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddContentMenu.svelte, src\lib\components\workspace\Models\ModelMenu.svelte, src\lib\components\workspace\Models\Knowledge\Selector.svelte, src\lib\components\workspace\Prompts\PromptMenu.svelte, src\lib\components\workspace\Tools\ToolMenu.svelte, src\lib\utils\transitions\index.ts"
focus,src\lib\components\common\CodeEditor.svelte,58,NO,"src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\Image.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\common\Selector.svelte, src\lib\components\common\Textarea.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\utils\index.ts, src\routes\(app)\+layout.svelte"
folderId,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,49,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\Folders.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
folders,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,54,NO,"src\lib\apis\folders\index.ts, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\Folders.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
formatDate,src\lib\utils\index.ts,7,NO,"src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\utils\index.ts"
formatFileSize,src\lib\utils\index.ts,6,NO,"src\lib\components\common\FileItem.svelte, src\lib\components\common\FileItemModal.svelte, src\lib\utils\index.ts"
formatPythonCode,src\lib\apis\utils\index.ts,3,NO,"src\lib\apis\utils\index.ts, src\lib\components\common\CodeEditor.svelte"
formatPythonCodeHandler,src\lib\components\common\CodeEditor.svelte,4,NO,"src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte"
func,src\lib\components\admin\Functions\FunctionMenu.svelte,54,NO,"src\lib\apis\functions\index.ts, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Functions\FunctionMenu.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\workspace\Models\ModelEditor.svelte"
function,src\lib\utils\marked\katex-extension.ts,118,NO,"config\prepare-pyodide.js, src\lib\apis\streaming\index.ts, src\lib\components\OnBoarding.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionMenu.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Evaluations\Model.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\admin\Users\UserList\UserChatsModal.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\Suggestions.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\CitationsModal.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\Markdown\Source.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Personalization.svelte, src\lib\components\common\Collapsible.svelte, src\lib\components\common\Folder.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte, src\lib\components\workspace\Models\Knowledge.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\utils\index.ts, src\lib\utils\marked\extension.ts, src\lib\utils\marked\katex-extension.ts, src\lib\workers\pyodide.worker.ts, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\workspace\+layout.svelte, src\routes\(app)\workspace\models\create\+page.svelte"
functions,src\lib\stores\index.ts,63,NO,"src\lib\apis\functions\index.ts, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\workspace\common\ValvesModal.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\stores\index.ts, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\+layout.svelte, src\routes\(app)\admin\functions\+page.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\functions\create\+page.svelte"
generateAutoCompletion,src\lib\components\common\RichTextInput.svelte,6,NO,"src\lib\apis\index.ts, src\lib\components\chat\MessageInput.svelte, src\lib\components\common\RichTextInput.svelte"
generateEmoji,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\chat\MessageInput\CallOverlay.svelte"
generateInitialsImage,src\lib\utils\index.ts,9,NO,"src\lib\components\chat\Settings\Account.svelte, src\lib\utils\index.ts, src\routes\auth\+page.svelte"
generateMoACompletion,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\chat\Chat.svelte"
generateOpenAIChatCompletion,src\lib\apis\openai\index.ts,3,NO,"src\lib\apis\openai\index.ts, src\lib\components\chat\Chat.svelte"
generateTags,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\chat\Messages\ResponseMessage.svelte"
getAPIKey,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\chat\Settings\Account.svelte"
getAdminConfig,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\admin\Settings\General.svelte"
getAdminDetails,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\layout\Overlay\AccountPending.svelte"
getAllArchivedChats,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte"
getAllChats,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\chat\Settings\Chats.svelte"
getAllFeedbacks,src\lib\apis\evaluations\index.ts,3,NO,"src\lib\apis\evaluations\index.ts, src\lib\components\admin\Evaluations.svelte"
getAllTags,src\lib\apis\chats\index.ts,16,NO,"src\lib\apis\chats\index.ts, src\lib\components\chat\Chat.svelte, src\lib\components\chat\Tags.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte"
getAllUserChats,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\admin\Settings\Database.svelte"
getAndUpdateUserLocation,src\lib\apis\users\index.ts,4,NO,"src\lib\apis\users\index.ts, src\lib\components\chat\Chat.svelte"
getArchivedChatList,src\lib\apis\chats\index.ts,6,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte"
getAudioConfig,src\lib\apis\audio\index.ts,3,NO,"src\lib\apis\audio\index.ts, src\lib\components\admin\Settings\Audio.svelte"
getBackendConfig,src\lib\apis\index.ts,12,NO,"src\lib\apis\index.ts, src\lib\components\admin\Settings.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Interface.svelte, src\routes\+layout.svelte, src\routes\auth\+page.svelte"
getBanners,src\lib\apis\configs\index.ts,5,NO,"src\lib\apis\configs\index.ts, src\lib\components\admin\Settings\Interface.svelte, src\routes\(app)\+layout.svelte"
getBaseModels,src\lib\apis\models\index.ts,3,NO,"src\lib\apis\models\index.ts, src\lib\components\admin\Settings\Models.svelte"
getChangelog,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\ChangelogModal.svelte"
getChannelById,src\lib\apis\channels\index.ts,3,NO,"src\lib\apis\channels\index.ts, src\lib\components\channel\Channel.svelte"
getChannelMessages,src\lib\apis\channels\index.ts,4,NO,"src\lib\apis\channels\index.ts, src\lib\components\channel\Channel.svelte"
getChannelThreadMessages,src\lib\apis\channels\index.ts,4,NO,"src\lib\apis\channels\index.ts, src\lib\components\channel\Thread.svelte"
getChannels,src\lib\apis\channels\index.ts,3,NO,"src\lib\apis\channels\index.ts, src\lib\components\layout\Sidebar.svelte"
getChatById,src\lib\apis\chats\index.ts,23,NO,"src\lib\apis\chats\index.ts, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
getChatByShareId,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\routes\s\[id]\+page.svelte"
getChatList,src\lib\apis\chats\index.ts,22,NO,"src\lib\apis\chats\index.ts, src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Settings\Chats.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\routes\+layout.svelte"
getChatListBySearchText,src\lib\apis\chats\index.ts,5,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar.svelte"
getChatListByUserId,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\admin\Users\UserList\UserChatsModal.svelte"
getChatPinnedStatusById,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar\ChatMenu.svelte"
getChatsByFolderId,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
getCodeExecutionConfig,src\lib\apis\configs\index.ts,3,NO,"src\lib\apis\configs\index.ts, src\lib\components\admin\Settings\CodeExecution.svelte"
getConfig,src\lib\apis\images\index.ts,6,NO,"src\lib\apis\evaluations\index.ts, src\lib\apis\images\index.ts, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\Images.svelte"
getCurrentDateTime,src\lib\utils\index.ts,4,NO,"src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\utils\index.ts"
getDirectConnectionsConfig,src\lib\apis\configs\index.ts,3,NO,"src\lib\apis\configs\index.ts, src\lib\components\admin\Settings\Connections.svelte"
getEmbeddingConfig,src\lib\apis\retrieval\index.ts,3,NO,"src\lib\apis\retrieval\index.ts, src\lib\components\admin\Settings\Documents.svelte"
getFolders,src\lib\apis\folders\index.ts,3,NO,"src\lib\apis\folders\index.ts, src\lib\components\layout\Sidebar.svelte"
getFormattedDate,src\lib\utils\index.ts,5,NO,"src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\utils\index.ts"
getFormattedTime,src\lib\utils\index.ts,5,NO,"src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\utils\index.ts"
getFunctionById,src\lib\apis\functions\index.ts,7,NO,"src\lib\apis\functions\index.ts, src\lib\components\admin\Functions.svelte, src\routes\(app)\admin\functions\edit\+page.svelte"
getFunctionValvesById,src\lib\apis\functions\index.ts,3,NO,"src\lib\apis\functions\index.ts, src\lib\components\workspace\common\ValvesModal.svelte"
getFunctionValvesSpecById,src\lib\apis\functions\index.ts,3,NO,"src\lib\apis\functions\index.ts, src\lib\components\workspace\common\ValvesModal.svelte"
getFunctions,src\lib\apis\functions\index.ts,16,NO,"src\lib\apis\functions\index.ts, src\lib\components\admin\Functions.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\functions\+page.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte"
getGravatarURL,src\lib\utils\index.ts,1,YES,src\lib\utils\index.ts
getGravatarUrl,src\lib\apis\utils\index.ts,3,NO,"src\lib\apis\utils\index.ts, src\lib\components\chat\Settings\Account.svelte"
getGroups,src\lib\apis\groups\index.ts,7,NO,"src\lib\apis\groups\index.ts, src\lib\components\admin\Users\Groups.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\common\AccessControl.svelte"
getImageGenerationConfig,src\lib\apis\images\index.ts,3,NO,"src\lib\apis\images\index.ts, src\lib\components\admin\Settings\Images.svelte"
getImageGenerationModels,src\lib\apis\images\index.ts,3,NO,"src\lib\apis\images\index.ts, src\lib\components\admin\Settings\Images.svelte"
getImportOrigin,src\lib\utils\index.ts,3,NO,"src\lib\components\chat\Settings\Chats.svelte, src\lib\utils\index.ts"
getKnowledgeBaseList,src\lib\apis\knowledge\index.ts,4,NO,"src\lib\apis\knowledge\index.ts, src\lib\components\workspace\Knowledge.svelte"
getKnowledgeBases,src\lib\apis\knowledge\index.ts,11,NO,"src\lib\apis\knowledge\index.ts, src\lib\components\chat\MessageInput\Commands.svelte, src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\workspace\knowledge\+page.svelte"
