Function,File Path,Count
tabs,src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte,2
tabs,src\routes\+layout.svelte,1
tools,src\lib\apis\streaming\index.ts,1
tools,src\lib\apis\tools\index.ts,13
tools,src\lib\components\admin\Users\Groups.svelte,1
tools,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,1
tools,src\lib\components\admin\Users\Groups\Permissions.svelte,2
tools,src\lib\components\chat\Chat.svelte,7
tools,src\lib\components\chat\MessageInput.svelte,3
tools,src\lib\components\chat\Controls\Valves.svelte,10
tools,src\lib\components\chat\MessageInput\InputMenu.svelte,11
tools,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,1
tools,src\lib\components\layout\Sidebar.svelte,1
tools,src\lib\components\workspace\Tools.svelte,13
tools,src\lib\components\workspace\common\ValvesModal.svelte,1
tools,src\lib\components\workspace\Models\ModelEditor.svelte,5
tools,src\lib\components\workspace\Models\ToolsSelector.svelte,3
tools,src\lib\components\workspace\Tools\ToolkitEditor.svelte,6
tools,src\lib\stores\index.ts,2
tools,src\routes\(app)\+layout.svelte,3
tools,src\routes\(app)\workspace\+layout.svelte,5
tools,src\routes\(app)\workspace\+page.svelte,2
tools,src\routes\(app)\workspace\tools\create\+page.svelte,4
tools,src\routes\(app)\workspace\tools\edit\+page.svelte,4
createOpenAITextStream,src\lib\apis\streaming\index.ts,2
createOpenAITextStream,src\lib\components\chat\Chat.svelte,2
sleep,src\lib\apis\streaming\index.ts,3
sleep,src\lib\components\chat\MessageInput\CallOverlay.svelte,1
sleep,src\lib\utils\index.ts,1
deleteToolById,src\lib\apis\tools\index.ts,1
deleteToolById,src\lib\components\workspace\Tools.svelte,2
getToolValvesSpecById,src\lib\apis\tools\index.ts,1
getToolValvesSpecById,src\lib\components\workspace\common\ValvesModal.svelte,2
createNewTool,src\lib\apis\tools\index.ts,1
createNewTool,src\lib\components\workspace\Tools.svelte,2
createNewTool,src\routes\(app)\workspace\tools\create\+page.svelte,2
updateToolById,src\lib\apis\tools\index.ts,1
updateToolById,src\routes\(app)\workspace\tools\edit\+page.svelte,2
getToolById,src\lib\apis\tools\index.ts,1
getToolById,src\lib\components\workspace\Tools.svelte,4
getToolById,src\routes\(app)\workspace\tools\edit\+page.svelte,2
getTools,src\lib\apis\tools\index.ts,1
getTools,src\lib\components\chat\Chat.svelte,2
getTools,src\lib\components\chat\Controls\Valves.svelte,2
getTools,src\lib\components\chat\MessageInput\InputMenu.svelte,2
getTools,src\lib\components\workspace\Tools.svelte,3
getTools,src\lib\components\workspace\Models\ModelEditor.svelte,2
getTools,src\routes\(app)\+layout.svelte,2
getTools,src\routes\(app)\workspace\tools\create\+page.svelte,2
getTools,src\routes\(app)\workspace\tools\edit\+page.svelte,2
getToolValvesById,src\lib\apis\tools\index.ts,1
getToolValvesById,src\lib\components\workspace\common\ValvesModal.svelte,2
getToolList,src\lib\apis\tools\index.ts,1
getToolList,src\lib\components\workspace\Tools.svelte,2
exportTools,src\lib\apis\tools\index.ts,1
exportTools,src\lib\components\workspace\Tools.svelte,2
updateToolValvesById,src\lib\apis\tools\index.ts,1
updateToolValvesById,src\lib\components\workspace\common\ValvesModal.svelte,2
getUserPosition,src\lib\apis\users\index.ts,2
getUserPosition,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,2
getUserPosition,src\lib\components\chat\Settings\Interface.svelte,2
getUserPosition,src\lib\utils\index.ts,1
info,src\lib\apis\users\index.ts,4
info,src\lib\components\admin\Evaluations\Feedbacks.svelte,1
info,src\lib\components\admin\Evaluations\Leaderboard.svelte,2
info,src\lib\components\admin\Settings\Interface.svelte,1
info,src\lib\components\admin\Users\UserList.svelte,1
info,src\lib\components\chat\Chat.svelte,12
info,src\lib\components\chat\ChatPlaceholder.svelte,13
info,src\lib\components\chat\MessageInput.svelte,2
info,src\lib\components\chat\Placeholder.svelte,14
info,src\lib\components\chat\SettingsModal.svelte,1
info,src\lib\components\chat\MessageInput\CallOverlay.svelte,6
info,src\lib\components\chat\MessageInput\Commands\Models.svelte,5
info,src\lib\components\chat\Messages\ContentRenderer.svelte,1
info,src\lib\components\chat\Messages\ResponseMessage.svelte,7
info,src\lib\components\chat\Messages\UserMessage.svelte,1
info,src\lib\components\chat\ModelSelector\Selector.svelte,13
info,src\lib\components\chat\Overview\Node.svelte,1
info,src\lib\components\chat\Settings\Account.svelte,1
info,src\lib\components\common\Badge.svelte,3
info,src\lib\components\common\Banner.svelte,3
info,src\lib\components\workspace\Models.svelte,15
info,src\lib\components\workspace\common\AccessControl.svelte,1
info,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,3
info,src\lib\components\workspace\Models\ModelEditor.svelte,62
info,src\lib\stores\index.ts,1
info,src\lib\utils\characters\index.ts,6
info,src\routes\+layout.svelte,4
info,src\routes\(app)\workspace\models\create\+page.svelte,2
getUserSettings,src\lib\apis\users\index.ts,1
getUserSettings,src\lib\components\chat\Chat.svelte,3
getUserSettings,src\routes\(app)\+layout.svelte,2
getUserById,src\lib\apis\users\index.ts,1
getUserById,src\routes\s\[id]\+page.svelte,2
permissions,src\lib\apis\users\index.ts,4
permissions,src\lib\components\admin\Users\Groups.svelte,7
permissions,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,10
permissions,src\lib\components\admin\Users\Groups\Permissions.svelte,19
permissions,src\lib\components\chat\Chat.svelte,3
permissions,src\lib\components\chat\MessageInput.svelte,4
permissions,src\lib\components\chat\ModelSelector.svelte,1
permissions,src\lib\components\chat\Navbar.svelte,2
permissions,src\lib\components\chat\Controls\Controls.svelte,1
permissions,src\lib\components\chat\MessageInput\InputMenu.svelte,1
permissions,src\lib\components\chat\Messages\ResponseMessage.svelte,2
permissions,src\lib\components\chat\Settings\General.svelte,1
permissions,src\lib\components\layout\Sidebar.svelte,4
permissions,src\routes\(app)\workspace\+layout.svelte,9
permissions,src\routes\(app)\workspace\+page.svelte,5
getUserInfo,src\lib\apis\users\index.ts,1
updateUserById,src\lib\apis\users\index.ts,1
updateUserById,src\lib\components\admin\Users\UserList\EditUserModal.svelte,2
updateUserDefaultPermissions,src\lib\apis\users\index.ts,1
updateUserDefaultPermissions,src\lib\components\admin\Users\Groups.svelte,2
getUsers,src\lib\apis\users\index.ts,1
getUsers,src\lib\components\admin\Users.svelte,3
getUsers,src\lib\components\admin\Users\UserList.svelte,5
getUserGroups,src\lib\apis\users\index.ts,1
updateUserRole,src\lib\apis\users\index.ts,1
updateUserRole,src\lib\components\admin\Users\UserList.svelte,2
deleteUserById,src\lib\apis\users\index.ts,1
deleteUserById,src\lib\components\admin\Users\UserList.svelte,2
updateUserSettings,src\lib\apis\users\index.ts,1
updateUserSettings,src\lib\components\ChangelogModal.svelte,2
updateUserSettings,src\lib\components\chat\ModelSelector.svelte,2
updateUserSettings,src\lib\components\chat\SettingsModal.svelte,2
updateUserInfo,src\lib\apis\users\index.ts,2
updateUserInfo,src\lib\components\chat\Settings\Interface.svelte,2
getAndUpdateUserLocation,src\lib\apis\users\index.ts,1
getAndUpdateUserLocation,src\lib\components\chat\Chat.svelte,3
getUserDefaultPermissions,src\lib\apis\users\index.ts,1
getUserDefaultPermissions,src\lib\components\admin\Users\Groups.svelte,3
users,src\lib\apis\users\index.ts,12
users,src\lib\components\ChangelogModal.svelte,1
users,src\lib\components\admin\Users.svelte,8
users,src\lib\components\admin\Settings\Connections.svelte,1
users,src\lib\components\admin\Settings\Interface.svelte,1
users,src\lib\components\admin\Users\Groups.svelte,6
users,src\lib\components\admin\Users\UserList.svelte,9
users,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,7
users,src\lib\components\admin\Users\Groups\GroupItem.svelte,2
users,src\lib\components\admin\Users\Groups\Permissions.svelte,1
users,src\lib\components\admin\Users\Groups\Users.svelte,3
users,src\lib\components\admin\Users\UserList\AddUserModal.svelte,1
users,src\lib\components\admin\Users\UserList\EditUserModal.svelte,1
users,src\lib\components\chat\Chat.svelte,1
users,src\lib\components\chat\ModelSelector.svelte,1
users,src\lib\components\chat\SettingsModal.svelte,2
users,src\lib\components\chat\Settings\Interface.svelte,1
users,src\lib\components\icons\UsersSolid.svelte,1
users,src\lib\components\workspace\common\AccessControl.svelte,2
users,src\routes\(app)\+layout.svelte,1
users,src\routes\(app)\admin\+layout.svelte,1
users,src\routes\(app)\admin\+page.svelte,2
users,src\routes\s\[id]\+page.svelte,1
formatPythonCode,src\lib\apis\utils\index.ts,1
formatPythonCode,src\lib\components\common\CodeEditor.svelte,2
downloadLiteLLMConfig,src\lib\apis\utils\index.ts,1
executeCode,src\lib\apis\utils\index.ts,1
executeCode,src\lib\components\chat\Messages\CodeBlock.svelte,2
executeCode,src\lib\pyodide\pyodideKernel.worker.ts,2
downloadChatAsPDF,src\lib\apis\utils\index.ts,1
downloadChatAsPDF,src\lib\components\layout\Navbar\Menu.svelte,2
downloadChatAsPDF,src\lib\components\layout\Sidebar\ChatMenu.svelte,2
getHTMLFromMarkdown,src\lib\apis\utils\index.ts,1
getGravatarUrl,src\lib\apis\utils\index.ts,1
getGravatarUrl,src\lib\components\chat\Settings\Account.svelte,2
downloadDatabase,src\lib\apis\utils\index.ts,1
downloadDatabase,src\lib\components\admin\Settings\Database.svelte,2
initialize,src\lib\components\AddConnectionModal.svelte,3
initialize,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,3
initialize,src\lib\components\chat\ChatControls.svelte,1
initialize,src\lib\components\chat\MessageInput.svelte,1
initialize,src\lib\components\chat\Messages\CodeBlock.svelte,2
initialize,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,1
initialize,src\lib\pyodide\pyodideKernel.ts,1
initialize,src\lib\pyodide\pyodideKernel.worker.ts,1
onDelete,src\lib\components\AddConnectionModal.svelte,2
onDelete,src\lib\components\admin\Settings\Connections\OllamaConnection.svelte,2
onDelete,src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte,2
onDelete,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,2
onDelete,src\lib\components\admin\Users\Groups\GroupItem.svelte,1
onDelete,src\lib\components\channel\Messages.svelte,1
onDelete,src\lib\components\channel\Messages\Message.svelte,2
onDelete,src\lib\components\chat\Settings\Connections.svelte,1
onDelete,src\lib\components\chat\Settings\Connections\Connection.svelte,2
verifyConnection,src\lib\components\AddConnectionModal.svelte,2
button,src\lib\components\AddConnectionModal.svelte,16
button,src\lib\components\ChangelogModal.svelte,4
button,src\lib\components\NotificationToast.svelte,4
button,src\lib\components\OnBoarding.svelte,3
button,src\lib\components\admin\Evaluations.svelte,6
button,src\lib\components\admin\Functions.svelte,16
button,src\lib\components\admin\Settings.svelte,24
button,src\lib\components\admin\Users.svelte,6
button,src\lib\components\admin\Evaluations\Feedbacks.svelte,6
button,src\lib\components\admin\Functions\FunctionEditor.svelte,5
button,src\lib\components\admin\Settings\Audio.svelte,4
button,src\lib\components\admin\Settings\CodeExecution.svelte,3
button,src\lib\components\admin\Settings\Connections.svelte,8
button,src\lib\components\admin\Settings\Database.svelte,12
button,src\lib\components\admin\Settings\Documents.svelte,10
button,src\lib\components\admin\Settings\Evaluations.svelte,6
button,src\lib\components\admin\Settings\General.svelte,2
button,src\lib\components\admin\Settings\Images.svelte,11
button,src\lib\components\admin\Settings\Interface.svelte,14
button,src\lib\components\admin\Settings\Models.svelte,16
button,src\lib\components\admin\Settings\Pipelines.svelte,17
button,src\lib\components\admin\Settings\WebSearch.svelte,2
button,src\lib\components\admin\Settings\Connections\ManageOllamaModal.svelte,2
button,src\lib\components\admin\Settings\Connections\OllamaConnection.svelte,6
button,src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte,3
button,src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte,21
button,src\lib\components\admin\Settings\Evaluations\Model.svelte,3
button,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,13
button,src\lib\components\admin\Settings\Models\ManageModelsModal.svelte,4
button,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,21
button,src\lib\components\admin\Users\Groups.svelte,6
button,src\lib\components\admin\Users\UserList.svelte,11
button,src\lib\components\admin\Users\Groups\AddGroupModal.svelte,6
button,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,16
button,src\lib\components\admin\Users\Groups\GroupItem.svelte,2
button,src\lib\components\admin\Users\UserList\AddUserModal.svelte,15
button,src\lib\components\admin\Users\UserList\EditUserModal.svelte,8
button,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,4
button,src\lib\components\app\AppSidebar.svelte,4
button,src\lib\components\channel\MessageInput.svelte,15
button,src\lib\components\channel\Navbar.svelte,5
button,src\lib\components\channel\Thread.svelte,2
button,src\lib\components\channel\Messages\Message.svelte,20
button,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,2
button,src\lib\components\chat\Artifacts.svelte,13
button,src\lib\components\chat\Chat.svelte,3
button,src\lib\components\chat\ChatPlaceholder.svelte,2
button,src\lib\components\chat\MessageInput.svelte,45
button,src\lib\components\chat\ModelSelector.svelte,6
button,src\lib\components\chat\Navbar.svelte,15
button,src\lib\components\chat\Overview.svelte,4
button,src\lib\components\chat\Placeholder.svelte,2
button,src\lib\components\chat\SettingsModal.svelte,22
button,src\lib\components\chat\ShareChatModal.svelte,8
button,src\lib\components\chat\ShortcutsModal.svelte,4
button,src\lib\components\chat\Suggestions.svelte,2
button,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,8
button,src\lib\components\chat\Controls\Controls.svelte,2
button,src\lib\components\chat\MessageInput\CallOverlay.svelte,21
button,src\lib\components\chat\MessageInput\InputMenu.svelte,2
button,src\lib\components\chat\MessageInput\VoiceRecording.svelte,6
button,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,16
button,src\lib\components\chat\MessageInput\Commands\Models.svelte,4
button,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,4
button,src\lib\components\chat\Messages\Citations.svelte,6
button,src\lib\components\chat\Messages\CitationsModal.svelte,2
button,src\lib\components\chat\Messages\CodeBlock.svelte,12
button,src\lib\components\chat\Messages\CodeExecutionModal.svelte,2
button,src\lib\components\chat\Messages\CodeExecutions.svelte,2
button,src\lib\components\chat\Messages\MultiResponseMessages.svelte,5
button,src\lib\components\chat\Messages\RateComment.svelte,8
button,src\lib\components\chat\Messages\ResponseMessage.svelte,51
button,src\lib\components\chat\Messages\UserMessage.svelte,26
button,src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte,2
button,src\lib\components\chat\Messages\Markdown\Source.svelte,2
button,src\lib\components\chat\ModelSelector\Selector.svelte,18
button,src\lib\components\chat\Overview\Node.svelte,2
button,src\lib\components\chat\Settings\About.svelte,2
button,src\lib\components\chat\Settings\Account.svelte,22
button,src\lib\components\chat\Settings\Audio.svelte,8
button,src\lib\components\chat\Settings\Chats.svelte,16
button,src\lib\components\chat\Settings\Connections.svelte,5
button,src\lib\components\chat\Settings\General.svelte,2
button,src\lib\components\chat\Settings\Interface.svelte,44
button,src\lib\components\chat\Settings\Personalization.svelte,6
button,src\lib\components\chat\Settings\Account\UpdatePassword.svelte,5
button,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,81
button,src\lib\components\chat\Settings\Connections\Connection.svelte,3
button,src\lib\components\chat\Settings\Personalization\AddMemoryModal.svelte,4
button,src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte,4
button,src\lib\components\chat\Settings\Personalization\ManageModal.svelte,10
button,src\lib\components\common\Banner.svelte,2
button,src\lib\components\common\Checkbox.svelte,3
button,src\lib\components\common\ConfirmDialog.svelte,6
button,src\lib\components\common\FileItem.svelte,9
button,src\lib\components\common\FileItemModal.svelte,2
button,src\lib\components\common\Folder.svelte,6
button,src\lib\components\common\Image.svelte,3
button,src\lib\components\common\ImagePreview.svelte,4
button,src\lib\components\common\Selector.svelte,1
button,src\lib\components\common\SensitiveInput.svelte,3
button,src\lib\components\common\SVGPanZoom.svelte,6
button,src\lib\components\common\Valves.svelte,3
button,src\lib\components\common\Tags\TagInput.svelte,6
button,src\lib\components\common\Tags\TagList.svelte,3
button,src\lib\components\layout\Help.svelte,4
button,src\lib\components\layout\Navbar.svelte,11
button,src\lib\components\layout\Sidebar.svelte,6
button,src\lib\components\layout\UpdateInfoToast.svelte,2
button,src\lib\components\layout\Help\HelpMenu.svelte,2
button,src\lib\components\layout\Navbar\Menu.svelte,5
button,src\lib\components\layout\Overlay\AccountPending.svelte,4
button,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,10
button,src\lib\components\layout\Sidebar\ChannelItem.svelte,4
button,src\lib\components\layout\Sidebar\ChannelModal.svelte,7
button,src\lib\components\layout\Sidebar\ChatItem.svelte,16
button,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,7
button,src\lib\components\layout\Sidebar\SearchInput.svelte,4
button,src\lib\components\layout\Sidebar\UserMenu.svelte,6
button,src\lib\components\workspace\Knowledge.svelte,4
button,src\lib\components\workspace\Models.svelte,11
button,src\lib\components\workspace\Prompts.svelte,8
button,src\lib\components\workspace\Tools.svelte,16
button,src\lib\components\workspace\common\AccessControl.svelte,9
button,src\lib\components\workspace\common\AccessControlModal.svelte,2
button,src\lib\components\workspace\common\ManifestModal.svelte,6
button,src\lib\components\workspace\common\ValvesModal.svelte,6
button,src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte,4
button,src\lib\components\workspace\Knowledge\ItemMenu.svelte,3
button,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,11
button,src\lib\components\workspace\Knowledge\KnowledgeBase\AddContentMenu.svelte,2
button,src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte,10
button,src\lib\components\workspace\Models\Knowledge.svelte,3
button,src\lib\components\workspace\Models\ModelEditor.svelte,28
button,src\lib\components\workspace\Prompts\PromptEditor.svelte,5
button,src\lib\components\workspace\Tools\ToolkitEditor.svelte,8
button,src\routes\(app)\+layout.svelte,13
button,src\routes\(app)\admin\+layout.svelte,3
button,src\routes\(app)\home\+layout.svelte,3
button,src\routes\(app)\workspace\+layout.svelte,3
button,src\routes\auth\+page.svelte,5
button,src\routes\error\+page.svelte,2
button,src\routes\s\[id]\+page.svelte,2
submit,src\lib\components\AddConnectionModal.svelte,4
submit,src\lib\components\admin\Functions\FunctionEditor.svelte,2
submit,src\lib\components\admin\Settings\Audio.svelte,2
submit,src\lib\components\admin\Settings\CodeExecution.svelte,2
submit,src\lib\components\admin\Settings\Connections.svelte,6
submit,src\lib\components\admin\Settings\Database.svelte,1
submit,src\lib\components\admin\Settings\Documents.svelte,2
submit,src\lib\components\admin\Settings\Evaluations.svelte,3
submit,src\lib\components\admin\Settings\General.svelte,2
submit,src\lib\components\admin\Settings\Images.svelte,2
submit,src\lib\components\admin\Settings\Interface.svelte,2
submit,src\lib\components\admin\Settings\Pipelines.svelte,2
submit,src\lib\components\admin\Settings\WebSearch.svelte,2
submit,src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte,3
submit,src\lib\components\admin\Settings\Evaluations\Model.svelte,1
submit,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,2
submit,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,2
submit,src\lib\components\admin\Users\Groups\AddGroupModal.svelte,2
submit,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,2
submit,src\lib\components\admin\Users\UserList\AddUserModal.svelte,2
submit,src\lib\components\admin\Users\UserList\EditUserModal.svelte,2
submit,src\lib\components\channel\MessageInput.svelte,2
submit,src\lib\components\chat\Chat.svelte,4
submit,src\lib\components\chat\MessageInput.svelte,8
submit,src\lib\components\chat\Messages.svelte,3
submit,src\lib\components\chat\Placeholder.svelte,2
submit,src\lib\components\chat\Controls\Valves.svelte,1
submit,src\lib\components\chat\Messages\UserMessage.svelte,2
submit,src\lib\components\chat\Settings\Audio.svelte,2
submit,src\lib\components\chat\Settings\Connections.svelte,2
submit,src\lib\components\chat\Settings\Interface.svelte,2
submit,src\lib\components\chat\Settings\Personalization.svelte,2
submit,src\lib\components\chat\Settings\Account\UpdatePassword.svelte,1
submit,src\lib\components\chat\Settings\Personalization\AddMemoryModal.svelte,2
submit,src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte,2
submit,src\lib\components\layout\Sidebar\ChannelModal.svelte,2
submit,src\lib\components\workspace\common\ManifestModal.svelte,2
submit,src\lib\components\workspace\common\ValvesModal.svelte,2
submit,src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte,2
submit,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,1
submit,src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte,3
submit,src\lib\components\workspace\Models\ModelEditor.svelte,2
submit,src\lib\components\workspace\Prompts\PromptEditor.svelte,2
submit,src\lib\components\workspace\Tools\ToolkitEditor.svelte,2
submit,src\routes\auth\+page.svelte,2
onSubmit,src\lib\components\AddConnectionModal.svelte,2
onSubmit,src\lib\components\admin\Settings\Models.svelte,1
onSubmit,src\lib\components\admin\Settings\Connections\OllamaConnection.svelte,3
onSubmit,src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte,3
onSubmit,src\lib\components\admin\Users\Groups.svelte,2
onSubmit,src\lib\components\admin\Users\Groups\AddGroupModal.svelte,2
onSubmit,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,2
onSubmit,src\lib\components\admin\Users\Groups\GroupItem.svelte,1
onSubmit,src\lib\components\channel\Channel.svelte,1
onSubmit,src\lib\components\channel\MessageInput.svelte,2
onSubmit,src\lib\components\channel\Thread.svelte,1
onSubmit,src\lib\components\channel\Messages\Message.svelte,2
onSubmit,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,2
onSubmit,src\lib\components\chat\Settings\Connections.svelte,2
onSubmit,src\lib\components\chat\Settings\Connections\Connection.svelte,3
onSubmit,src\lib\components\layout\Sidebar.svelte,1
onSubmit,src\lib\components\layout\Sidebar\ChannelItem.svelte,1
onSubmit,src\lib\components\layout\Sidebar\ChannelModal.svelte,2
onSubmit,src\lib\components\workspace\Models\ModelEditor.svelte,2
onSubmit,src\lib\components\workspace\Prompts\PromptEditor.svelte,2
onSubmit,src\routes\(app)\workspace\models\create\+page.svelte,2
onSubmit,src\routes\(app)\workspace\models\edit\+page.svelte,2
addModel,src\lib\components\AddConnectionModal.svelte,2
addModel,src\lib\components\admin\Settings\Evaluations.svelte,2
connectionData,src\lib\components\AddConnectionModal.svelte,2
getStartedHandler,src\lib\components\OnBoarding.svelte,2
getStartedHandler,src\routes\auth\+page.svelte,1
updateLogoImage,src\lib\components\OnBoarding.svelte,2
words,src\lib\components\OnBoarding.svelte,1
words,src\lib\components\chat\MessageInput.svelte,3
words,src\lib\components\common\Marquee.svelte,3
words,src\lib\components\layout\Sidebar\SearchInput.svelte,8
words,src\lib\components\workspace\Prompts\PromptEditor.svelte,1
words,src\lib\utils\index.ts,14
marqueeTexts,src\lib\components\OnBoarding.svelte,2
feedbackData,src\lib\components\admin\Evaluations.svelte,4
feedbackData,src\lib\components\admin\Evaluations\Feedbacks.svelte,3
handleKeyUp,src\lib\components\admin\Functions.svelte,3
deleteHandler,src\lib\components\admin\Functions.svelte,1
deleteHandler,src\lib\components\admin\Functions\FunctionMenu.svelte,2
deleteHandler,src\lib\components\layout\Sidebar\ChannelModal.svelte,2
deleteHandler,src\lib\components\layout\Sidebar\ChatItem.svelte,1
deleteHandler,src\lib\components\layout\Sidebar\ChatMenu.svelte,2
deleteHandler,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
deleteHandler,src\lib\components\workspace\Knowledge.svelte,2
deleteHandler,src\lib\components\workspace\Models.svelte,1
deleteHandler,src\lib\components\workspace\Prompts.svelte,3
deleteHandler,src\lib\components\workspace\Tools.svelte,4
deleteHandler,src\lib\components\workspace\Models\ModelMenu.svelte,2
deleteHandler,src\lib\components\workspace\Prompts\PromptMenu.svelte,2
deleteHandler,src\lib\components\workspace\Tools\ToolMenu.svelte,2
filteredFunctions,src\lib\components\admin\Functions.svelte,4
handleBlur,src\lib\components\admin\Functions.svelte,3
cloneFunction,src\lib\components\admin\Functions.svelte,2
fetchModels,src\lib\components\admin\Functions.svelte,6
fetchModels,src\lib\components\admin\Settings\Audio.svelte,2
fetchModels,src\lib\components\admin\Settings\Connections.svelte,4
fetchModels,src\lib\components\admin\Settings\Images.svelte,3
exportHandler,src\lib\components\admin\Functions.svelte,1
exportHandler,src\lib\components\admin\Functions\FunctionMenu.svelte,2
exportHandler,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
exportHandler,src\lib\components\workspace\Models.svelte,1
exportHandler,src\lib\components\workspace\Prompts.svelte,3
exportHandler,src\lib\components\workspace\Tools.svelte,3
exportHandler,src\lib\components\workspace\Models\ModelMenu.svelte,2
exportHandler,src\lib\components\workspace\Prompts\PromptMenu.svelte,2
exportHandler,src\lib\components\workspace\Tools\ToolMenu.svelte,2
exportFunction,src\lib\components\admin\Functions.svelte,2
editHandler,src\lib\components\admin\Functions.svelte,1
editHandler,src\lib\components\admin\Functions\FunctionMenu.svelte,2
editHandler,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,3
editHandler,src\lib\components\workspace\Tools.svelte,1
editHandler,src\lib\components\workspace\Tools\ToolMenu.svelte,2
deleteFunction,src\lib\components\admin\Functions.svelte,3
toggleGlobalStatus,src\lib\components\admin\Functions.svelte,2
shareHandler,src\lib\components\admin\Functions.svelte,1
shareHandler,src\lib\components\admin\Functions\FunctionMenu.svelte,2
shareHandler,src\lib\components\chat\Navbar.svelte,1
shareHandler,src\lib\components\layout\Navbar\Menu.svelte,2
shareHandler,src\lib\components\layout\Sidebar\ChatItem.svelte,1
shareHandler,src\lib\components\layout\Sidebar\ChatMenu.svelte,2
shareHandler,src\lib\components\workspace\Models.svelte,1
shareHandler,src\lib\components\workspace\Prompts.svelte,3
shareHandler,src\lib\components\workspace\Tools.svelte,3
shareHandler,src\lib\components\workspace\Models\ModelMenu.svelte,1
shareHandler,src\lib\components\workspace\Prompts\PromptMenu.svelte,1
shareHandler,src\lib\components\workspace\Tools\ToolMenu.svelte,1
handleKeyDown,src\lib\components\admin\Functions.svelte,3
handleKeyDown,src\lib\components\channel\MessageInput.svelte,3
handleKeyDown,src\lib\components\chat\MessageInput.svelte,3
handleKeyDown,src\lib\components\common\ConfirmDialog.svelte,3
handleKeyDown,src\lib\components\common\Drawer.svelte,3
handleKeyDown,src\lib\components\common\ImagePreview.svelte,3
handleKeyDown,src\lib\components\common\Modal.svelte,3
messageHandler,src\lib\components\admin\Functions.svelte,3
messageHandler,src\lib\components\admin\Evaluations\Feedbacks.svelte,3
messageHandler,src\lib\components\workspace\Models.svelte,3
messageHandler,src\lib\components\workspace\Tools.svelte,3
onClose,src\lib\components\admin\Functions.svelte,1
onClose,src\lib\components\admin\Functions\FunctionMenu.svelte,2
onClose,src\lib\components\channel\Channel.svelte,2
onClose,src\lib\components\channel\Thread.svelte,2
onClose,src\lib\components\channel\MessageInput\InputMenu.svelte,2
onClose,src\lib\components\channel\Messages\Message.svelte,1
onClose,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,2
onClose,src\lib\components\chat\MessageInput.svelte,1
onClose,src\lib\components\chat\MessageInput\InputMenu.svelte,2
onClose,src\lib\components\chat\MessageInput\CallOverlay\VideoInputMenu.svelte,2
onClose,src\lib\components\layout\Help\HelpMenu.svelte,2
onClose,src\lib\components\layout\Navbar\Menu.svelte,2
onClose,src\lib\components\layout\Sidebar\ChatItem.svelte,1
onClose,src\lib\components\layout\Sidebar\ChatMenu.svelte,3
onClose,src\lib\components\workspace\Models.svelte,1
onClose,src\lib\components\workspace\Prompts.svelte,1
onClose,src\lib\components\workspace\Tools.svelte,1
