Function,File Path,Count
messages,src\lib\components\channel\Thread.svelte,20
messages,src\lib\components\chat\Artifacts.svelte,4
messages,src\lib\components\chat\Chat.svelte,101
messages,src\lib\components\chat\ChatControls.svelte,2
messages,src\lib\components\chat\ChatPlaceholder.svelte,1
messages,src\lib\components\chat\MessageInput.svelte,3
messages,src\lib\components\chat\Messages.svelte,57
messages,src\lib\components\chat\Overview.svelte,7
messages,src\lib\components\chat\Placeholder.svelte,1
messages,src\lib\components\chat\SettingsModal.svelte,1
messages,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,8
messages,src\lib\components\chat\MessageInput\CallOverlay.svelte,12
messages,src\lib\components\chat\Messages\ContentRenderer.svelte,4
messages,src\lib\components\chat\Messages\Message.svelte,10
messages,src\lib\components\chat\Messages\MultiResponseMessages.svelte,23
messages,src\lib\components\chat\Messages\ResponseMessage.svelte,15
messages,src\lib\components\chat\Messages\UserMessage.svelte,4
messages,src\lib\components\layout\Navbar\Menu.svelte,4
messages,src\lib\components\layout\Sidebar\ChatMenu.svelte,4
messages,src\lib\pyodide\pyodideKernel.worker.ts,1
messages,src\lib\utils\index.ts,26
messages,src\lib\workers\pyodide.worker.ts,1
messages,src\routes\+layout.svelte,1
messages,src\routes\s\[id]\+page.svelte,9
generateMoACompletion,src\lib\apis\index.ts,1
generateMoACompletion,src\lib\components\chat\Chat.svelte,2
modelList,src\lib\apis\index.ts,2
uploadPipeline,src\lib\apis\index.ts,1
uploadPipeline,src\lib\components\admin\Settings\Pipelines.svelte,2
requests,src\lib\apis\index.ts,5
requests,src\lib\components\admin\Settings\Audio.svelte,2
requests,src\lib\components\admin\Settings\Connections\OllamaConnection.svelte,1
requests,src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte,1
requests,src\lib\components\chat\Messages\CodeBlock.svelte,2
requests,src\lib\components\chat\Settings\Connections.svelte,1
requests,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,2
requests,src\lib\components\chat\Settings\Connections\Connection.svelte,1
requests,src\lib\components\workspace\Tools\ToolkitEditor.svelte,3
requests,src\routes\+layout.svelte,2
getWebhookUrl,src\lib\apis\index.ts,1
getWebhookUrl,src\lib\components\admin\Settings\General.svelte,3
capabilities,src\lib\apis\index.ts,1
capabilities,src\lib\components\chat\Chat.svelte,2
capabilities,src\lib\components\chat\MessageInput.svelte,1
capabilities,src\lib\components\chat\Messages\ContentRenderer.svelte,1
capabilities,src\lib\components\chat\Messages\ResponseMessage.svelte,1
capabilities,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,1
capabilities,src\lib\components\workspace\Models\Capabilities.svelte,4
capabilities,src\lib\components\workspace\Models\ModelEditor.svelte,12
params,src\lib\apis\index.ts,1
params,src\lib\components\admin\Settings\Models.svelte,1
params,src\lib\components\chat\Chat.svelte,27
params,src\lib\components\chat\ChatControls.svelte,3
params,src\lib\components\chat\Controls\Controls.svelte,3
params,src\lib\components\chat\Settings\General.svelte,7
params,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,156
params,src\lib\components\workspace\Models.svelte,1
params,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,1
params,src\lib\components\workspace\Models\ModelEditor.svelte,22
params,src\lib\components\workspace\Tools\ToolkitEditor.svelte,3
params,src\lib\utils\transitions\index.ts,3
params,src\routes\(app)\c\[id]\+page.svelte,1
params,src\routes\(app)\channels\[id]\+page.svelte,1
params,src\routes\(app)\workspace\models\create\+page.svelte,2
params,src\routes\s\[id]\+page.svelte,2
params,src\routes\watch\+page.svelte,3
getVoices,src\lib\apis\audio\index.ts,1
getVoices,src\lib\components\admin\Settings\Audio.svelte,3
getVoices,src\lib\components\chat\MessageInput\CallOverlay.svelte,1
getVoices,src\lib\components\chat\Messages\ResponseMessage.svelte,1
getVoices,src\lib\components\chat\Settings\Audio.svelte,5
updateAudioConfig,src\lib\apis\audio\index.ts,1
updateAudioConfig,src\lib\components\admin\Settings\Audio.svelte,2
voices,src\lib\apis\audio\index.ts,1
voices,src\lib\components\admin\Settings\Audio.svelte,9
voices,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
voices,src\lib\components\chat\Messages\ResponseMessage.svelte,4
voices,src\lib\components\chat\Settings\Audio.svelte,10
synthesizeOpenAISpeech,src\lib\apis\audio\index.ts,1
synthesizeOpenAISpeech,src\lib\apis\openai\index.ts,1
synthesizeOpenAISpeech,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
synthesizeOpenAISpeech,src\lib\components\chat\Messages\ResponseMessage.svelte,2
transcribeAudio,src\lib\apis\audio\index.ts,1
transcribeAudio,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
transcribeAudio,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
getAudioConfig,src\lib\apis\audio\index.ts,1
getAudioConfig,src\lib\components\admin\Settings\Audio.svelte,2
updateLdapServer,src\lib\apis\auths\index.ts,1
userSignUp,src\lib\apis\auths\index.ts,1
userSignUp,src\routes\auth\+page.svelte,2
user,src\lib\apis\auths\index.ts,5
user,src\lib\apis\chats\index.ts,1
user,src\lib\apis\functions\index.ts,3
user,src\lib\apis\memories\index.ts,1
user,src\lib\apis\tools\index.ts,3
user,src\lib\apis\users\index.ts,11
user,src\lib\components\admin\Users.svelte,6
user,src\lib\components\admin\Evaluations\Feedbacks.svelte,6
user,src\lib\components\admin\Evaluations\Leaderboard.svelte,1
user,src\lib\components\admin\Functions\FunctionEditor.svelte,5
user,src\lib\components\admin\Settings\Connections.svelte,2
user,src\lib\components\admin\Settings\Database.svelte,1
user,src\lib\components\admin\Settings\Evaluations.svelte,2
user,src\lib\components\admin\Settings\General.svelte,2
user,src\lib\components\admin\Settings\Images.svelte,2
user,src\lib\components\admin\Settings\Interface.svelte,2
user,src\lib\components\admin\Settings\Models.svelte,2
user,src\lib\components\admin\Settings\Models\ManageModelsModal.svelte,3
user,src\lib\components\admin\Users\Groups.svelte,4
user,src\lib\components\admin\Users\UserList.svelte,39
user,src\lib\components\admin\Users\Groups\AddGroupModal.svelte,1
user,src\lib\components\admin\Users\Groups\Users.svelte,18
user,src\lib\components\admin\Users\UserList\AddUserModal.svelte,19
user,src\lib\components\admin\Users\UserList\EditUserModal.svelte,8
user,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,6
user,src\lib\components\channel\Channel.svelte,23
user,src\lib\components\channel\MessageInput.svelte,6
user,src\lib\components\channel\Messages.svelte,4
user,src\lib\components\channel\Navbar.svelte,4
user,src\lib\components\channel\Thread.svelte,23
user,src\lib\components\channel\Messages\Message.svelte,8
user,src\lib\components\channel\Messages\Message\ProfilePreview.svelte,5
user,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,1
user,src\lib\components\chat\Artifacts.svelte,1
user,src\lib\components\chat\Chat.svelte,19
user,src\lib\components\chat\ChatPlaceholder.svelte,9
user,src\lib\components\chat\MessageInput.svelte,15
user,src\lib\components\chat\Messages.svelte,7
user,src\lib\components\chat\ModelSelector.svelte,4
user,src\lib\components\chat\Navbar.svelte,8
user,src\lib\components\chat\Overview.svelte,3
user,src\lib\components\chat\Placeholder.svelte,9
user,src\lib\components\chat\SettingsModal.svelte,5
user,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,3
user,src\lib\components\chat\Controls\Controls.svelte,4
user,src\lib\components\chat\MessageInput\InputMenu.svelte,3
user,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,3
user,src\lib\components\chat\Messages\Markdown.svelte,2
user,src\lib\components\chat\Messages\Message.svelte,3
user,src\lib\components\chat\Messages\ProfileImage.svelte,1
user,src\lib\components\chat\Messages\ResponseMessage.svelte,6
user,src\lib\components\chat\Messages\UserMessage.svelte,13
user,src\lib\components\chat\ModelSelector\Selector.svelte,4
user,src\lib\components\chat\Overview\Node.svelte,4
user,src\lib\components\chat\Settings\Account.svelte,8
user,src\lib\components\chat\Settings\General.svelte,1
user,src\lib\components\chat\Settings\Interface.svelte,1
user,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,1
user,src\lib\components\icons\FaceSmile.svelte,1
user,src\lib\components\icons\Merge.svelte,1
user,src\lib\components\icons\UserCircleSolid.svelte,1
user,src\lib\components\icons\UserPlusSolid.svelte,1
user,src\lib\components\layout\Navbar.svelte,5
user,src\lib\components\layout\Sidebar.svelte,15
user,src\lib\components\layout\Overlay\AccountPending.svelte,1
user,src\lib\components\layout\Sidebar\ChannelItem.svelte,2
user,src\lib\components\layout\Sidebar\SearchInput.svelte,1
user,src\lib\components\layout\Sidebar\UserMenu.svelte,2
user,src\lib\components\workspace\Knowledge.svelte,3
user,src\lib\components\workspace\Models.svelte,9
user,src\lib\components\workspace\Prompts.svelte,5
user,src\lib\components\workspace\Tools.svelte,5
user,src\lib\components\workspace\Models\ModelMenu.svelte,1
user,src\lib\components\workspace\Tools\ToolkitEditor.svelte,3
user,src\lib\stores\index.ts,4
user,src\lib\utils\index.ts,14
user,src\lib\utils\rag\index.ts,1
user,src\routes\+layout.svelte,10
user,src\routes\(app)\+layout.svelte,7
user,src\routes\(app)\admin\+layout.svelte,2
user,src\routes\(app)\c\[id]\+page.svelte,1
user,src\routes\(app)\workspace\+layout.svelte,15
user,src\routes\(app)\workspace\+page.svelte,7
user,src\routes\auth\+page.svelte,7
user,src\routes\s\[id]\+page.svelte,3
getJWTExpiresDuration,src\lib\apis\auths\index.ts,1
getAPIKey,src\lib\apis\auths\index.ts,1
getAPIKey,src\lib\components\chat\Settings\Account.svelte,2
updateJWTExpiresDuration,src\lib\apis\auths\index.ts,1
getAdminConfig,src\lib\apis\auths\index.ts,1
getAdminConfig,src\lib\components\admin\Settings\General.svelte,2
updateAdminConfig,src\lib\apis\auths\index.ts,1
updateAdminConfig,src\lib\components\admin\Settings\General.svelte,2
userSignIn,src\lib\apis\auths\index.ts,1
userSignIn,src\routes\auth\+page.svelte,2
createAPIKey,src\lib\apis\auths\index.ts,1
createAPIKey,src\lib\components\chat\Settings\Account.svelte,2
updateLdapConfig,src\lib\apis\auths\index.ts,1
updateUserPassword,src\lib\apis\auths\index.ts,1
updateUserPassword,src\lib\components\chat\Settings\Account\UpdatePassword.svelte,2
getLdapServer,src\lib\apis\auths\index.ts,1
toggleSignUpEnabledStatus,src\lib\apis\auths\index.ts,1
getDefaultUserRole,src\lib\apis\auths\index.ts,1
ldapUserSignIn,src\lib\apis\auths\index.ts,1
updateUserProfile,src\lib\apis\auths\index.ts,1
updateUserProfile,src\lib\components\chat\Settings\Account.svelte,2
getSessionUser,src\lib\apis\auths\index.ts,1
getSessionUser,src\lib\components\chat\Settings\Account.svelte,2
getSessionUser,src\routes\+layout.svelte,2
userSignOut,src\lib\apis\auths\index.ts,1
userSignOut,src\lib\components\layout\Sidebar\UserMenu.svelte,2
deleteAPIKey,src\lib\apis\auths\index.ts,1
getSignUpEnabledStatus,src\lib\apis\auths\index.ts,1
updateDefaultUserRole,src\lib\apis\auths\index.ts,1
addUser,src\lib\apis\auths\index.ts,1
addUser,src\lib\components\admin\Users\UserList\AddUserModal.svelte,3
getLdapConfig,src\lib\apis\auths\index.ts,1
getAdminDetails,src\lib\apis\auths\index.ts,1
getAdminDetails,src\lib\components\layout\Overlay\AccountPending.svelte,2
addReaction,src\lib\apis\channels\index.ts,1
addReaction,src\lib\components\channel\Messages.svelte,2
sendMessage,src\lib\apis\channels\index.ts,1
sendMessage,src\lib\components\channel\Channel.svelte,2
sendMessage,src\lib\components\channel\Thread.svelte,2
updateMessage,src\lib\apis\channels\index.ts,1
updateMessage,src\lib\components\channel\Messages.svelte,2
deleteChannelById,src\lib\apis\channels\index.ts,1
deleteChannelById,src\lib\components\layout\Sidebar\ChannelModal.svelte,2
getChannelMessages,src\lib\apis\channels\index.ts,1
getChannelMessages,src\lib\components\channel\Channel.svelte,3
getChannelThreadMessages,src\lib\apis\channels\index.ts,1
getChannelThreadMessages,src\lib\components\channel\Thread.svelte,3
createNewChannel,src\lib\apis\channels\index.ts,1
createNewChannel,src\lib\components\layout\Sidebar.svelte,2
removeReaction,src\lib\apis\channels\index.ts,1
removeReaction,src\lib\components\channel\Messages.svelte,2
deleteMessage,src\lib\apis\channels\index.ts,1
deleteMessage,src\lib\components\channel\Messages.svelte,2
deleteMessage,src\lib\components\chat\Messages.svelte,2
deleteMessage,src\lib\components\chat\Messages\Message.svelte,4
deleteMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
deleteMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,2
deleteMessage,src\lib\components\chat\Messages\UserMessage.svelte,2
updateChannelById,src\lib\apis\channels\index.ts,1
updateChannelById,src\lib\components\layout\Sidebar\ChannelItem.svelte,2
getChannelById,src\lib\apis\channels\index.ts,1
getChannelById,src\lib\components\channel\Channel.svelte,2
getChannels,src\lib\apis\channels\index.ts,1
getChannels,src\lib\components\layout\Sidebar.svelte,2
archiveAllChats,src\lib\apis\chats\index.ts,1
archiveAllChats,src\lib\components\chat\Settings\Chats.svelte,2
cloneSharedChatById,src\lib\apis\chats\index.ts,1
cloneSharedChatById,src\routes\s\[id]\+page.svelte,2
toggleChatPinnedStatusById,src\lib\apis\chats\index.ts,1
toggleChatPinnedStatusById,src\lib\components\layout\Sidebar.svelte,3
toggleChatPinnedStatusById,src\lib\components\layout\Sidebar\ChatMenu.svelte,2
getChatById,src\lib\apis\chats\index.ts,1
getChatById,src\lib\components\chat\Chat.svelte,3
getChatById,src\lib\components\chat\ShareChatModal.svelte,4
getChatById,src\lib\components\chat\Messages\ResponseMessage.svelte,2
getChatById,src\lib\components\layout\Sidebar.svelte,3
getChatById,src\lib\components\layout\Navbar\Menu.svelte,2
getChatById,src\lib\components\layout\Sidebar\ChatItem.svelte,2
getChatById,src\lib\components\layout\Sidebar\ChatMenu.svelte,4
getChatById,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
getChatByShareId,src\lib\apis\chats\index.ts,1
getChatByShareId,src\routes\s\[id]\+page.svelte,2
getChatListByUserId,src\lib\apis\chats\index.ts,1
getChatListByUserId,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,2
updateChatFolderIdById,src\lib\apis\chats\index.ts,1
updateChatFolderIdById,src\lib\components\layout\Sidebar.svelte,3
updateChatFolderIdById,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
chats,src\lib\apis\chats\index.ts,31
chats,src\lib\components\admin\Settings\Database.svelte,5
chats,src\lib\components\admin\Settings\Interface.svelte,1
chats,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,8
chats,src\lib\components\chat\Chat.svelte,9
chats,src\lib\components\chat\Messages.svelte,3
chats,src\lib\components\chat\SettingsModal.svelte,6
chats,src\lib\components\chat\ShareChatModal.svelte,2
chats,src\lib\components\chat\Tags.svelte,1
chats,src\lib\components\chat\Messages\ResponseMessage.svelte,1
chats,src\lib\components\chat\Settings\Chats.svelte,12
chats,src\lib\components\layout\Sidebar.svelte,13
chats,src\lib\components\layout\Navbar\Menu.svelte,1
chats,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,13
chats,src\lib\components\layout\Sidebar\ChatItem.svelte,4
chats,src\lib\components\layout\Sidebar\ChatMenu.svelte,1
chats,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,9
chats,src\lib\components\layout\Sidebar\SearchInput.svelte,1
chats,src\lib\stores\index.ts,6
chats,src\lib\utils\index.ts,4
chats,src\routes\+layout.svelte,3
chats,src\routes\(app)\+layout.svelte,6
chats,src\routes\s\[id]\+page.svelte,1
deleteTagById,src\lib\apis\chats\index.ts,1
deleteTagById,src\lib\components\chat\Tags.svelte,2
getPinnedChatList,src\lib\apis\chats\index.ts,1
getPinnedChatList,src\lib\components\layout\Sidebar.svelte,2
getPinnedChatList,src\lib\components\layout\Sidebar\ChatItem.svelte,3
getTagsById,src\lib\apis\chats\index.ts,1
getTagsById,src\lib\components\chat\Chat.svelte,2
getTagsById,src\lib\components\chat\Tags.svelte,2
shareChatById,src\lib\apis\chats\index.ts,1
shareChatById,src\lib\components\chat\ShareChatModal.svelte,2
getChatListByTagName,src\lib\apis\chats\index.ts,1
deleteTagsById,src\lib\apis\chats\index.ts,1
getAllChats,src\lib\apis\chats\index.ts,1
getAllChats,src\lib\components\chat\Settings\Chats.svelte,2
deleteChatById,src\lib\apis\chats\index.ts,1
deleteChatById,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,2
deleteChatById,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,2
deleteChatById,src\lib\components\layout\Sidebar\ChatItem.svelte,2
getAllUserChats,src\lib\apis\chats\index.ts,1
getAllUserChats,src\lib\components\admin\Settings\Database.svelte,2
getChatListBySearchText,src\lib\apis\chats\index.ts,1
getChatListBySearchText,src\lib\components\layout\Sidebar.svelte,4
importChat,src\lib\apis\chats\index.ts,1
importChat,src\lib\components\layout\Sidebar.svelte,4
importChat,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
addTagById,src\lib\apis\chats\index.ts,1
addTagById,src\lib\components\chat\Tags.svelte,2
archiveChatById,src\lib\apis\chats\index.ts,1
archiveChatById,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,3
archiveChatById,src\lib\components\layout\Sidebar\ChatItem.svelte,2
getTimeRange,src\lib\apis\chats\index.ts,6
getTimeRange,src\lib\utils\index.ts,1
getChatList,src\lib\apis\chats\index.ts,1
getChatList,src\lib\components\chat\Chat.svelte,7
getChatList,src\lib\components\chat\Messages.svelte,2
getChatList,src\lib\components\chat\Settings\Chats.svelte,4
getChatList,src\lib\components\layout\Sidebar.svelte,3
getChatList,src\lib\components\layout\Sidebar\ChatItem.svelte,3
getChatList,src\routes\+layout.svelte,2
getAllTags,src\lib\apis\chats\index.ts,1
getAllTags,src\lib\components\chat\Chat.svelte,2
getAllTags,src\lib\components\chat\Tags.svelte,3
getAllTags,src\lib\components\layout\Sidebar.svelte,3
getAllTags,src\lib\components\layout\Sidebar\ChatItem.svelte,2
getAllTags,src\lib\components\layout\Sidebar\SearchInput.svelte,2
getAllTags,src\routes\+layout.svelte,2
getAllTags,src\routes\(app)\+layout.svelte,1
deleteAllChats,src\lib\apis\chats\index.ts,1
deleteAllChats,src\lib\components\chat\Settings\Chats.svelte,2
deleteSharedChatById,src\lib\apis\chats\index.ts,1
deleteSharedChatById,src\lib\components\chat\ShareChatModal.svelte,2
getChatsByFolderId,src\lib\apis\chats\index.ts,1
getChatsByFolderId,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
getAllArchivedChats,src\lib\apis\chats\index.ts,1
getAllArchivedChats,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,2
cloneChatById,src\lib\apis\chats\index.ts,1
cloneChatById,src\lib\components\layout\Sidebar\ChatItem.svelte,2
updateChatById,src\lib\apis\chats\index.ts,1
updateChatById,src\lib\components\chat\Chat.svelte,4
updateChatById,src\lib\components\chat\Messages.svelte,2
updateChatById,src\lib\components\chat\Tags.svelte,3
updateChatById,src\lib\components\layout\Sidebar\ChatItem.svelte,2
getChatPinnedStatusById,src\lib\apis\chats\index.ts,1
getChatPinnedStatusById,src\lib\components\layout\Sidebar\ChatMenu.svelte,2
getArchivedChatList,src\lib\apis\chats\index.ts,1
getArchivedChatList,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,5
createNewChat,src\lib\apis\chats\index.ts,1
createNewChat,src\lib\components\chat\Chat.svelte,2
createNewChat,src\lib\components\chat\Settings\Chats.svelte,3
setDirectConnectionsConfig,src\lib\apis\configs\index.ts,1
setDirectConnectionsConfig,src\lib\components\admin\Settings\Connections.svelte,2
importConfig,src\lib\apis\configs\index.ts,1
importConfig,src\lib\components\admin\Settings\Database.svelte,2
getBanners,src\lib\apis\configs\index.ts,1
getBanners,src\lib\components\admin\Settings\Interface.svelte,2
getBanners,src\routes\(app)\+layout.svelte,2
promptSuggestions,src\lib\apis\configs\index.ts,2
promptSuggestions,src\lib\components\admin\Settings\Interface.svelte,13
setCodeExecutionConfig,src\lib\apis\configs\index.ts,1
setCodeExecutionConfig,src\lib\components\admin\Settings\CodeExecution.svelte,2
getModelsConfig,src\lib\apis\configs\index.ts,1
getModelsConfig,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,2
getDirectConnectionsConfig,src\lib\apis\configs\index.ts,1
getDirectConnectionsConfig,src\lib\components\admin\Settings\Connections.svelte,2
setModelsConfig,src\lib\apis\configs\index.ts,1
setModelsConfig,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,2
setBanners,src\lib\apis\configs\index.ts,1
setBanners,src\lib\components\admin\Settings\Interface.svelte,2
setDefaultPromptSuggestions,src\lib\apis\configs\index.ts,1
setDefaultPromptSuggestions,src\lib\components\admin\Settings\Interface.svelte,2
exportConfig,src\lib\apis\configs\index.ts,1
exportConfig,src\lib\components\admin\Settings\Database.svelte,2
getCodeExecutionConfig,src\lib\apis\configs\index.ts,1
getCodeExecutionConfig,src\lib\components\admin\Settings\CodeExecution.svelte,2
feedbacks,src\lib\apis\evaluations\index.ts,2
feedbacks,src\lib\components\admin\Evaluations.svelte,4
feedbacks,src\lib\components\admin\Evaluations\Feedbacks.svelte,11
feedbacks,src\lib\components\admin\Evaluations\Leaderboard.svelte,7
updateConfig,src\lib\apis\evaluations\index.ts,1
updateConfig,src\lib\apis\images\index.ts,1
updateConfig,src\lib\components\admin\Settings\Audio.svelte,3
updateConfig,src\lib\components\admin\Settings\Evaluations.svelte,2
updateConfig,src\lib\components\admin\Settings\Images.svelte,6
exportAllFeedbacks,src\lib\apis\evaluations\index.ts,1
exportAllFeedbacks,src\lib\components\admin\Evaluations\Feedbacks.svelte,2
getFeedbackById,src\lib\apis\evaluations\index.ts,1
updateFeedbackById,src\lib\apis\evaluations\index.ts,1
updateFeedbackById,src\lib\components\chat\Messages\ResponseMessage.svelte,3
deleteFeedbackById,src\lib\apis\evaluations\index.ts,1
deleteFeedbackById,src\lib\components\admin\Evaluations\Feedbacks.svelte,2
getConfig,src\lib\apis\evaluations\index.ts,1
getConfig,src\lib\apis\images\index.ts,1
getConfig,src\lib\components\admin\Settings\Evaluations.svelte,2
getConfig,src\lib\components\admin\Settings\Images.svelte,2
createNewFeedback,src\lib\apis\evaluations\index.ts,1
createNewFeedback,src\lib\components\chat\Messages\ResponseMessage.svelte,2
getAllFeedbacks,src\lib\apis\evaluations\index.ts,1
getAllFeedbacks,src\lib\components\admin\Evaluations.svelte,2
uploadFile,src\lib\apis\files\index.ts,1
uploadFile,src\lib\components\channel\MessageInput.svelte,2
uploadFile,src\lib\components\chat\MessageInput.svelte,2
uploadFile,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,2
getFileContentById,src\lib\apis\files\index.ts,1
deleteAllFiles,src\lib\apis\files\index.ts,1
deleteAllFiles,src\lib\components\admin\Settings\Documents.svelte,2
getFileById,src\lib\apis\files\index.ts,1
uploadDir,src\lib\apis\files\index.ts,1
updateFileDataContentById,src\lib\apis\files\index.ts,1
updateFileDataContentById,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,2
getFiles,src\lib\apis\files\index.ts,1
deleteFileById,src\lib\apis\files\index.ts,1
deleteFileById,src\lib\components\chat\MessageInput.svelte,2
deleteFileById,src\lib\components\common\FileItem.svelte,1
createNewFolder,src\lib\apis\folders\index.ts,1
createNewFolder,src\lib\components\layout\Sidebar.svelte,2
deleteFolderById,src\lib\apis\folders\index.ts,1
deleteFolderById,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,2
folders,src\lib\apis\folders\index.ts,8
folders,src\lib\components\layout\Sidebar.svelte,21
folders,src\lib\components\layout\Sidebar\Folders.svelte,7
folders,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,24
folders,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,4
getFolders,src\lib\apis\folders\index.ts,1
getFolders,src\lib\components\layout\Sidebar.svelte,2
items,src\lib\apis\folders\index.ts,4
items,src\lib\components\AddConnectionModal.svelte,4
items,src\lib\components\ChangelogModal.svelte,2
items,src\lib\components\OnBoarding.svelte,2
items,src\lib\components\admin\Functions.svelte,7
items,src\lib\components\admin\Evaluations\FeedbackMenu.svelte,2
items,src\lib\components\admin\Evaluations\Feedbacks.svelte,3
items,src\lib\components\admin\Evaluations\Leaderboard.svelte,2
items,src\lib\components\admin\Functions\FunctionEditor.svelte,3
items,src\lib\components\admin\Functions\FunctionMenu.svelte,13
items,src\lib\components\admin\Settings\Audio.svelte,1
items,src\lib\components\admin\Settings\CodeExecution.svelte,6
items,src\lib\components\admin\Settings\Connections.svelte,7
items,src\lib\components\admin\Settings\Documents.svelte,13
items,src\lib\components\admin\Settings\Evaluations.svelte,1
items,src\lib\components\admin\Settings\General.svelte,4
items,src\lib\components\admin\Settings\Images.svelte,3
items,src\lib\components\admin\Settings\Interface.svelte,7
items,src\lib\components\admin\Settings\Models.svelte,12
items,src\lib\components\admin\Settings\Pipelines.svelte,1
items,src\lib\components\admin\Settings\WebSearch.svelte,5
items,src\lib\components\admin\Settings\Connections\ManageOllamaModal.svelte,1
items,src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte,1
items,src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte,4
items,src\lib\components\admin\Settings\Evaluations\Model.svelte,5
items,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,4
items,src\lib\components\admin\Settings\Models\ModelList.svelte,2
items,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,5
items,src\lib\components\admin\Users\Groups.svelte,6
items,src\lib\components\admin\Users\UserList.svelte,6
items,src\lib\components\admin\Users\Groups\AddGroupModal.svelte,1
items,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,2
items,src\lib\components\admin\Users\Groups\GroupItem.svelte,3
items,src\lib\components\admin\Users\Groups\Users.svelte,3
items,src\lib\components\admin\Users\UserList\AddUserModal.svelte,1
items,src\lib\components\admin\Users\UserList\EditUserModal.svelte,1
items,src\lib\components\channel\Channel.svelte,2
items,src\lib\components\channel\MessageInput.svelte,2
items,src\lib\components\channel\Messages.svelte,2
items,src\lib\components\channel\Navbar.svelte,4
items,src\lib\components\channel\Thread.svelte,1
items,src\lib\components\channel\MessageInput\InputMenu.svelte,2
items,src\lib\components\channel\Messages\Message.svelte,6
items,src\lib\components\channel\Messages\Message\ProfilePreview.svelte,1
items,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,2
items,src\lib\components\chat\Artifacts.svelte,6
items,src\lib\components\chat\Chat.svelte,2
items,src\lib\components\chat\ChatControls.svelte,2
items,src\lib\components\chat\ChatPlaceholder.svelte,2
items,src\lib\components\chat\MessageInput.svelte,25
items,src\lib\components\chat\Messages.svelte,1
items,src\lib\components\chat\ModelSelector.svelte,2
items,src\lib\components\chat\Navbar.svelte,4
items,src\lib\components\chat\Overview.svelte,1
items,src\lib\components\chat\Placeholder.svelte,3
items,src\lib\components\chat\ShareChatModal.svelte,2
items,src\lib\components\chat\ShortcutsModal.svelte,41
items,src\lib\components\chat\Suggestions.svelte,3
items,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,2
items,src\lib\components\chat\Controls\Controls.svelte,1
items,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
items,src\lib\components\chat\MessageInput\InputMenu.svelte,4
items,src\lib\components\chat\MessageInput\VoiceRecording.svelte,6
items,src\lib\components\chat\MessageInput\CallOverlay\VideoInputMenu.svelte,2
items,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,8
items,src\lib\components\chat\MessageInput\Commands\Models.svelte,1
items,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,1
items,src\lib\components\chat\Messages\Citations.svelte,6
items,src\lib\components\chat\Messages\CitationsModal.svelte,2
items,src\lib\components\chat\Messages\CodeBlock.svelte,4
